#       # k              E            BS weight       TS weight
      0.2866917     -2.7820767       0.0151449       0.0024227
      0.3071697     -2.7831264       0.0155919       0.0026158
      0.3276477     -2.7841103       0.0156229       0.0027870
      0.3481256     -2.7850140       0.0152561       0.0029122
      0.3686036     -2.7858250       0.0145246       0.0029713
      0.3890816     -2.7865338       0.0134810       0.0029523
      0.4095596     -2.7871336       0.0122029       0.0028556
      0.4300376     -2.7876208       0.0107988       0.0026956
      0.4505155     -2.7879953       0.0094116       0.0025010
      0.4709935     -2.7882591       0.0082149       0.0023119
      0.4914715     -2.7884157       0.0073933       0.0021730
      0.5119495     -2.7884676       0.0070992       0.0021216
      0.5119495     -2.7884676       0.0070992       0.0021216
      0.5370086     -2.7884894       0.0083338       0.0024105
      0.5620676     -2.7885489       0.0115940       0.0032057
      0.5871267     -2.7886198       0.0160311       0.0043697
      0.6121858     -2.7886738       0.0209366       0.0057751
      0.6372448     -2.7886930       0.0258412       0.0073138
      0.6623039     -2.7886674       0.0304715       0.0088982
      0.6873630     -2.7885919       0.0346903       0.0104610
      0.7124221     -2.7884645       0.0384465       0.0119545
      0.7374811     -2.7882853       0.0417383       0.0133474
      0.7625402     -2.7880562       0.0445904       0.0146217
      0.7875993     -2.7877806       0.0470396       0.0157693
      0.8126583     -2.7874636       0.0491272       0.0167891
      0.8377174     -2.7871113       0.0508951       0.0176854
      0.8627765     -2.7867311       0.0523837       0.0184652
      0.8878356     -2.7863318       0.0536307       0.0191380
      0.9128946     -2.7859228       0.0546710       0.0197136
      0.9379537     -2.7855145       0.0555358       0.0202025
      0.9630128     -2.7851178       0.0562522       0.0206143
      0.9880718     -2.7847440       0.0568430       0.0209576
      1.0131309     -2.7844041       0.0573258       0.0212397
      1.0381900     -2.7841089       0.0577128       0.0214659
      1.0632491     -2.7838680       0.0580114       0.0216397
      1.0883081     -2.7836895       0.0582246       0.0217632
      1.1133672     -2.7835798       0.0583529       0.0218372
      1.1384263     -2.7835428       0.0583958       0.0218619
      1.1384263     -2.7835428       0.0583958       0.0218619
      1.1589042     -2.7834810       0.0585153       0.0217910
      1.1793822     -2.7832966       0.0588714       0.0215820
      1.1998602     -2.7829930       0.0594568       0.0212452
      1.2203382     -2.7825753       0.0602600       0.0207968
      1.2408162     -2.7820512       0.0612660       0.0202569
      1.2612941     -2.7814297       0.0624571       0.0196487
      1.2817721     -2.7807219       0.0638152       0.0189962
      1.3022501     -2.7799400       0.0653232       0.0183229
      1.3227281     -2.7790977       0.0669662       0.0176512
      1.3432061     -2.7782090       0.0687324       0.0170006
      1.3636840     -2.7772888       0.0706122       0.0163876
      1.3841620     -2.7763522       0.0725967       0.0158251
      1.4046400     -2.7754141       0.0746751       0.0153222
      1.4251180     -2.7744894       0.0768318       0.0148841
      1.4455960     -2.7735924       0.0790436       0.0145127
      1.4660739     -2.7727368       0.0812781       0.0142065
      1.4865519     -2.7719355       0.0834930       0.0139618
      1.5070299     -2.7712002       0.0856375       0.0137727
      1.5275079     -2.7705414       0.0876548       0.0136318
      1.5479859     -2.7699685       0.0894859       0.0135311
      1.5684638     -2.7694891       0.0910734       0.0134625
      1.5889418     -2.7691098       0.0923661       0.0134183
      1.6094198     -2.7688354       0.0933212       0.0133919
      1.6298978     -2.7686693       0.0939072       0.0133782
      1.6503757     -2.7686137       0.0941047       0.0133740
      1.6503757     -2.7686137       0.0941047       0.0133740
      1.6754348     -2.7686283       0.0940409       0.0133281
      1.7004939     -2.7686718       0.0938489       0.0131916
      1.7255530     -2.7687434       0.0935265       0.0129671
      1.7506120     -2.7688416       0.0930698       0.0126594
      1.7756711     -2.7689647       0.0924734       0.0122744
      1.8007302     -2.7691103       0.0917299       0.0118195
      1.8257892     -2.7692754       0.0908298       0.0113029
      1.8508483     -2.7694567       0.0897608       0.0107336
      1.8759074     -2.7696505       0.0885072       0.0101210
      1.9009665     -2.7698526       0.0870491       0.0094749
      1.9260255     -2.7700586       0.0853610       0.0088050
      1.9510846     -2.7702638       0.0834099       0.0081212
      1.9761437     -2.7704633       0.0811534       0.0074332
      2.0012027     -2.7706523       0.0785360       0.0067509
      2.0262618     -2.7708257       0.0754850       0.0060838
      2.0513209     -2.7709784       0.0719053       0.0054413
      2.0763800     -2.7711058       0.0676718       0.0048323
      2.1014390     -2.7712032       0.0626214       0.0042655
      2.1264981     -2.7712662       0.0565468       0.0037490
      2.1515572     -2.7712913       0.0491995       0.0032903
      2.1766162     -2.7712756       0.0403290       0.0028969
      2.2016753     -2.7712176       0.0298228       0.0025752
      2.2267344     -2.7711189       0.0181069       0.0023300
      2.2517935     -2.7709894       0.0070366       0.0021455
      2.2768525     -2.7708955       0.0010556       0.0016290
      2.2768525     -2.7708955       0.0010556       0.0016290
      2.3092146     -2.7710397       0.0060351       0.0021097
      2.3415767     -2.7713301       0.0154087       0.0022879
      2.3739388     -2.7717047       0.0251190       0.0025073
      2.4063009     -2.7721451       0.0332734       0.0027826
      2.4386630     -2.7726381       0.0394473       0.0031042
      2.4710251     -2.7731718       0.0438158       0.0034596
      2.5033871     -2.7737343       0.0467179       0.0038376
      2.5357492     -2.7743150       0.0484925       0.0042309
      2.5681113     -2.7749051       0.0494327       0.0046372
      2.6004734     -2.7754987       0.0497838       0.0050612
      2.6328355     -2.7760934       0.0497581       0.0055153
      2.6651976     -2.7766907       0.0495498       0.0060225
      2.6975597     -2.7772951       0.0493417       0.0066170
      2.7299217     -2.7779132       0.0492983       0.0073437
      2.7622838     -2.7785507       0.0495446       0.0082521
      2.7946459     -2.7792098       0.0501413       0.0093863
      2.8270080     -2.7798860       0.0510723       0.0107701
      2.8593701     -2.7805674       0.0522539       0.0123918
      2.8917322     -2.7812343       0.0535626       0.0141939
      2.9240943     -2.7818623       0.0548683       0.0160736
      2.9564564     -2.7824243       0.0560587       0.0178950
      2.9888184     -2.7828940       0.0570506       0.0195091
      3.0211805     -2.7832480       0.0577893       0.0207762
      3.0535426     -2.7834681       0.0582430       0.0215843
      3.0859047     -2.7835428       0.0583958       0.0218619
 
      0.0000000     -2.7708424       0.0013528       0.0020693
      0.0204780     -2.7709119       0.0012325       0.0020422
      0.0409560     -2.7711168       0.0009771       0.0020134
      0.0614339     -2.7714509       0.0008276       0.0022481
      0.0819119     -2.7719352       0.0006529       0.0022807
      0.1023899     -2.7726452       0.0007281       0.0017354
      0.1228679     -2.7734222       0.0022700       0.0021557
      0.1433459     -2.7742807       0.0043352       0.0021181
      0.1638238     -2.7752176       0.0068729       0.0020775
      0.1843018     -2.7762177       0.0096443       0.0020717
      0.2047798     -2.7772640       0.0123955       0.0021136
      0.2252578     -2.7783389       0.0149149       0.0022105
      0.2457358     -2.7794247       0.0170501       0.0023627
      0.2662137     -2.7805043       0.0187039       0.0025625
      0.2866917     -2.7815608       0.0198227       0.0027931
      0.3071697     -2.7825781       0.0203853       0.0030297
      0.3276477     -2.7835410       0.0203950       0.0032428
      0.3481256     -2.7844358       0.0198769       0.0034018
      0.3686036     -2.7852502       0.0188787       0.0034813
      0.3890816     -2.7859737       0.0174760       0.0034666
      0.4095596     -2.7865981       0.0157792       0.0033582
      0.4300376     -2.7871171       0.0139398       0.0031747
      0.4505155     -2.7875265       0.0121498       0.0029518
      0.4709935     -2.7878229       0.0106309       0.0027374
      0.4914715     -2.7880032       0.0096042       0.0025820
      0.5119495     -2.7880639       0.0092403       0.0025251
      0.5119495     -2.7880639       0.0092403       0.0025251
      0.5370086     -2.7880467       0.0107840       0.0028540
      0.5620676     -2.7880094       0.0150289       0.0037955
      0.5871267     -2.7879576       0.0210647       0.0052311
      0.6121858     -2.7878810       0.0279463       0.0070208
      0.6372448     -2.7877702       0.0349439       0.0090290
      0.6623039     -2.7876194       0.0415873       0.0111358
      0.6873630     -2.7874259       0.0476242       0.0132436
      0.7124221     -2.7871890       0.0529528       0.0152789
      0.7374811     -2.7869097       0.0575627       0.0171909
      0.7625402     -2.7865906       0.0614919       0.0189473
      0.7875993     -2.7862353       0.0648008       0.0205311
      0.8126583     -2.7858488       0.0675570       0.0219364
      0.8377174     -2.7854369       0.0698280       0.0231650
      0.8627765     -2.7850068       0.0716777       0.0242243
      0.8878356     -2.7845662       0.0731650       0.0251253
      0.9128946     -2.7841240       0.0743443       0.0258811
      0.9379537     -2.7836895       0.0752654       0.0265062
      0.9630128     -2.7832727       0.0759736       0.0270154
      0.9880718     -2.7828837       0.0765094       0.0274234
      1.0131309     -2.7825328       0.0769081       0.0277440
      1.0381900     -2.7822296       0.0771990       0.0279894
      1.0632491     -2.7819831       0.0774049       0.0281700
      1.0883081     -2.7818011       0.0775419       0.0282936
      1.1133672     -2.7816893       0.0776205       0.0283657
      1.1384263     -2.7816517       0.0776461       0.0283893
      1.1384263     -2.7816517       0.0776461       0.0283893
      1.1589042     -2.7815902       0.0778179       0.0282996
      1.1793822     -2.7814068       0.0783282       0.0280345
      1.1998602     -2.7811047       0.0791622       0.0276060
      1.2203382     -2.7806895       0.0802959       0.0270329
      1.2408162     -2.7801685       0.0816987       0.0263393
      1.2612941     -2.7795512       0.0833352       0.0255529
      1.2817721     -2.7788485       0.0851689       0.0247037
      1.3022501     -2.7780727       0.0871647       0.0238218
      1.3227281     -2.7772371       0.0892916       0.0229361
      1.3432061     -2.7763558       0.0915234       0.0220729
      1.3636840     -2.7754433       0.0938382       0.0212547
      1.3841620     -2.7745140       0.0962169       0.0204997
